Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp3pm,RainToday,
BadgerysCreek,15,24,1,NA,NA,ENE,22,SW,NE,6,4,79,72,1019,1016,NA,NA,22,No,
BadgerysCreek,19,24,7,NA,NA,ENE,28,NA,ENE,0,6,100,100,1015,1013,NA,NA,21,Yes,
BadgerysCreek,20,27,61,NA,NA,E,41,S,ENE,9,11,92,71,1014,1013,NA,NA,27,Yes,
BadgerysCreek,19,24,8,NA,NA,SE,37,SSW,E,9,11,95,81,1018,1017,NA,NA,23,Yes,
BadgerysCreek,18,27,NA,NA,NA,E,26,ENE,ESE,11,15,75,68,1016,1013,NA,NA,26,No,
BadgerysCreek,17,29,0,NA,NA,ENE,30,SE,ENE,6,24,80,56,1011,1008,NA,NA,27,No,
BadgerysCreek,21,33,2,NA,NA,NNE,48,N,N,20,24,83,52,1001,998,NA,NA,33,Yes,
BadgerysCreek,21,30,0,NA,NA,ESE,37,SW,E,19,19,54,63,1005,1007,NA,NA,26,No,
BadgerysCreek,16,19,4,NA,NA,S,39,SSW,ESE,15,7,97,100,1016,1014,NA,NA,18,Yes,
BadgerysCreek,16,18,9,NA,NA,SSW,19,SW,SE,6,7,100,100,1013,1011,NA,NA,17,Yes,
BadgerysCreek,16,20,20,NA,NA,SW,24,WSW,NNE,7,4,100,100,1007,1005,NA,NA,20,Yes,
BadgerysCreek,17,28,14,NA,NA,ENE,26,WSW,ENE,4,9,96,61,1005,1003,NA,NA,27,Yes,
BadgerysCreek,15,31,0,NA,NA,E,30,NNW,NE,6,9,100,52,1004,999,NA,NA,30,No,
BadgerysCreek,17,28,0,NA,NA,SSE,31,SSE,SE,9,15,83,64,1002,1003,NA,NA,24,No,
BadgerysCreek,17,21,0,NA,NA,SSE,20,SSW,SSE,7,7,90,82,1008,1007,NA,NA,21,No,
BadgerysCreek,18,23,1,NA,NA,E,24,SW,E,9,9,83,68,1012,1011,NA,NA,23,No,
BadgerysCreek,17,25,1,NA,NA,NNE,31,SSE,WSW,6,9,84,95,1014,1012,NA,NA,21,No,
BadgerysCreek,17,26,48,NA,NA,S,28,SSE,N,7,9,100,69,1012,1009,NA,NA,24,Yes,
BadgerysCreek,17,25,7,NA,NA,W,63,SW,SSW,9,7,91,96,1012,1011,NA,NA,18,Yes,
BadgerysCreek,13,27,7,NA,NA,WSW,41,SW,WSW,9,15,91,88,1016,1014,NA,NA,20,Yes,
BadgerysCreek,16,26,0,NA,NA,SE,30,ESE,ESE,6,15,76,75,1018,1016,NA,NA,23,No,
BadgerysCreek,16,26,5,NA,NA,E,31,SSE,E,9,20,84,64,1021,1020,NA,NA,23,Yes,
BadgerysCreek,15,27,0,NA,NA,E,24,WSW,ESE,7,15,89,57,1022,1019,NA,NA,24,No,
BadgerysCreek,14,29,0,NA,NA,NE,28,NNE,NNE,4,11,83,45,1020,1017,NA,NA,28,No,
BadgerysCreek,15,29,0,NA,NA,WSW,39,ESE,SW,2,26,86,65,1018,1016,NA,NA,23,No,
BadgerysCreek,16,29,7,NA,NA,ESE,26,SSW,E,9,11,76,57,1017,1016,NA,NA,28,Yes,
BadgerysCreek,18,30,0,NA,NA,SSW,65,WNW,NNE,2,9,79,51,1018,1013,NA,NA,29,No,
BadgerysCreek,18,29,49,NA,NA,SE,31,S,ESE,13,11,92,59,1012,1010,NA,NA,28,Yes,
BadgerysCreek,18,27,15,NA,NA,S,39,WSW,SSW,11,19,86,55,1011,1010,NA,NA,26,Yes,
BadgerysCreek,15,27,0,NA,NA,SW,20,SW,S,9,6,79,50,1016,1015,NA,NA,26,No,
BadgerysCreek,14,30,0,NA,NA,N,20,NA,NNE,0,7,90,45,1020,1017,NA,NA,29,No,
BadgerysCreek,16,31,0,NA,NA,ENE,30,SSE,NE,2,4,86,40,1023,1022,NA,NA,31,No,
BadgerysCreek,14,29,0,NA,NA,E,30,NA,NE,0,9,100,49,1024,1021,NA,NA,28,No,
BadgerysCreek,19,27,0,NA,NA,N,17,N,N,2,6,85,74,1021,1018,NA,NA,26,No,
BadgerysCreek,20,32,0,NA,NA,NE,17,NA,SE,0,2,82,56,1017,1014,NA,NA,31,No,
BadgerysCreek,22,30,0,NA,NA,WSW,31,N,W,6,9,84,53,1013,1011,NA,NA,30,No,
BadgerysCreek,20,21,6,NA,NA,S,22,SW,SW,9,13,97,96,1014,1013,NA,NA,21,Yes,
BadgerysCreek,18,27,38,NA,NA,S,33,NNE,N,7,6,100,72,1008,1001,NA,NA,27,Yes,
BadgerysCreek,17,19,10,NA,NA,S,39,SW,S,11,9,95,96,1014,1016,NA,NA,18,Yes,
BadgerysCreek,16,20,18,NA,NA,ENE,28,WSW,ENE,6,17,96,91,1020,1018,NA,NA,19,Yes,
BadgerysCreek,17,28,2,NA,NA,NNE,24,NNE,ENE,13,6,86,63,1014,1010,NA,NA,28,Yes,
BadgerysCreek,17,27,8,NA,NA,SW,35,SW,ESE,13,13,67,55,1014,1014,NA,NA,25,Yes,
BadgerysCreek,17,24,0,NA,NA,SSE,31,SW,SE,11,13,78,67,1020,1018,NA,NA,22,No,
BadgerysCreek,14,21,0,NA,NA,SSW,37,SW,SW,13,15,69,82,1019,1016,NA,NA,18,No,
BadgerysCreek,14,21,68,NA,NA,WSW,52,WSW,WSW,24,20,89,89,1007,1006,NA,NA,17,Yes,
BadgerysCreek,12,27,5,NA,NA,SW,33,NW,WSW,6,24,88,50,1009,1008,NA,NA,26,Yes,
BadgerysCreek,13,27,0,NA,NA,ESE,35,NA,ESE,0,19,88,55,1014,1013,NA,NA,25,No,
BadgerysCreek,15,27,0,NA,NA,ENE,26,NA,NE,0,9,74,54,1019,1016,NA,NA,26,No,
BadgerysCreek,16,25,0,NA,NA,E,28,SE,ENE,4,19,88,67,1020,1020,NA,NA,25,No,
BadgerysCreek,14,28,0,NA,NA,ENE,26,SW,NNE,4,11,92,51,1023,1019,NA,NA,27,No,
BadgerysCreek,15,28,0,NA,NA,E,30,ESE,E,6,9,96,59,1021,1017,NA,NA,27,No,
BadgerysCreek,18,29,0,NA,NA,E,28,NA,NE,0,7,89,60,1017,1014,NA,NA,27,No,
BadgerysCreek,19,30,0,NA,NA,NW,78,NA,NNE,0,6,92,63,1013,1009,NA,NA,28,No,
BadgerysCreek,19,21,39,NA,NA,SW,28,SSW,SE,4,11,98,81,1014,1015,NA,NA,21,Yes,
BadgerysCreek,15,23,2,NA,NA,S,33,SW,S,17,15,70,62,1023,1022,NA,NA,22,Yes,
BadgerysCreek,15,23,0,NA,NA,E,41,S,SSE,9,17,82,69,1024,1023,NA,NA,22,No,
BadgerysCreek,16,25,2,NA,NA,ENE,22,SW,E,9,7,86,60,1021,1017,NA,NA,24,Yes,
BadgerysCreek,18,27,0,NA,NA,NNE,30,N,NNE,11,13,89,68,1011,1005,NA,NA,25,No,
BadgerysCreek,17,19,0,NA,NA,SSE,35,SSW,NA,9,0,82,78,1010,1008,NA,NA,19,No,
BadgerysCreek,14,25,4,NA,NA,WSW,41,NNE,SW,4,11,87,41,1004,1002,NA,NA,24,Yes,
BadgerysCreek,8,24,0,NA,NA,SW,37,W,W,13,17,57,38,1013,1012,NA,NA,23,No,
BadgerysCreek,11,22,0,NA,NA,ESE,24,SW,ESE,11,9,82,61,1022,1021,NA,NA,21,No,
BadgerysCreek,13,25,0,NA,NA,ENE,26,SW,ENE,6,15,89,59,1024,1020,NA,NA,24,No,
BadgerysCreek,15,27,0,NA,NA,E,24,E,ENE,4,11,92,50,1024,1021,NA,NA,26,No,
BadgerysCreek,17,24,0,NA,NA,ENE,20,WSW,NNE,4,7,98,66,1023,1020,NA,NA,23,No,
BadgerysCreek,14,27,1,NA,NA,SSE,39,SW,ENE,6,6,100,50,1019,1016,NA,NA,27,Yes,
BadgerysCreek,13,26,0,NA,NA,E,19,SW,NNE,9,7,100,53,1020,1017,NA,NA,25,No,
BadgerysCreek,12,28,0,NA,NA,NNE,19,SE,NE,6,4,100,45,1019,1017,NA,NA,27,No,
BadgerysCreek,12,28,0,NA,NA,WSW,39,N,E,2,11,73,54,1018,1014,NA,NA,26,No,
BadgerysCreek,14,27,6,NA,NA,ENE,22,SW,NE,7,6,80,51,1018,1014,NA,NA,26,Yes,
BadgerysCreek,13,29,0,NA,NA,NNE,17,NA,NE,0,6,100,39,1016,1013,NA,NA,28,No,
BadgerysCreek,15,28,0,NA,NA,ENE,28,NA,E,0,13,85,56,1018,1016,NA,NA,26,No,
BadgerysCreek,15,27,0,NA,NA,NNE,41,N,E,7,9,75,53,1021,1019,NA,NA,26,No,
BadgerysCreek,14,26,0,NA,NA,NNE,28,N,NE,7,13,75,49,1022,1017,NA,NA,25,No,
BadgerysCreek,13,29,0,NA,NA,SE,33,SW,SE,4,22,84,62,1016,1017,NA,NA,23,No,
BadgerysCreek,17,23,0,NA,NA,WSW,35,N,NNE,4,11,74,68,1020,1013,NA,NA,23,No,
BadgerysCreek,8,24,0,NA,NA,SW,41,SW,WSW,15,20,49,35,1017,1014,NA,NA,23,No,
BadgerysCreek,7,19,1,NA,NA,SW,43,SW,S,24,19,52,40,1025,1026,NA,NA,18,No,
BadgerysCreek,8,21,0,NA,NA,S,41,SW,S,22,17,57,51,1031,1030,NA,NA,19,No,
BadgerysCreek,12,23,0,NA,NA,SSW,22,SW,ESE,15,4,68,54,1033,1031,NA,NA,21,No,
BadgerysCreek,7,25,0,NA,NA,NNE,15,WSW,NE,4,6,84,47,1032,1028,NA,NA,25,No,
BadgerysCreek,10,26,0,NA,NA,ENE,17,NA,NA,0,0,76,53,1028,1024,NA,NA,24,No,
BadgerysCreek,13,26,0,NA,NA,SW,17,WSW,ESE,7,2,74,38,1025,1022,NA,NA,25,No,
BadgerysCreek,12,25,0,NA,NA,SE,26,SW,SSE,15,17,76,42,1024,1022,NA,NA,23,No,
BadgerysCreek,14,21,0,NA,NA,S,37,SW,S,11,19,81,69,1024,1021,NA,NA,20,No,
BadgerysCreek,16,19,32,NA,NA,E,33,NNW,SSE,2,2,99,100,1022,1019,NA,NA,18,Yes,
BadgerysCreek,17,25,82,NA,NA,E,24,NA,NE,0,4,93,58,1020,1016,NA,NA,25,Yes,
BadgerysCreek,14,27,1,NA,NA,ENE,13,NW,NNE,2,9,100,54,1017,1014,NA,NA,26,No,
BadgerysCreek,15,26,0,NA,NA,ENE,20,WSW,E,11,7,98,65,1016,1013,NA,NA,24,No,
BadgerysCreek,13,20,1,NA,NA,WSW,11,NE,WSW,6,6,100,92,1015,1011,NA,NA,19,Yes,
BadgerysCreek,15,18,2,NA,NA,NNE,19,NNE,N,11,11,99,100,1014,1011,NA,NA,18,Yes,
BadgerysCreek,13,23,4,NA,NA,WNW,50,SSW,W,2,20,100,57,1012,1010,NA,NA,18,Yes,
BadgerysCreek,6,19,0,NA,NA,WSW,61,W,WSW,15,26,60,44,1012,1009,NA,NA,18,No,
BadgerysCreek,10,21,0,NA,NA,SW,30,WSW,SSE,13,4,63,47,1019,1017,NA,NA,21,No,
BadgerysCreek,9,22,0,NA,NA,ESE,19,NNE,SE,6,6,83,53,1022,1020,NA,NA,21,No,
BadgerysCreek,10,23,0,NA,NA,NE,19,NE,NNE,7,11,97,59,1022,1017,NA,NA,23,No,
BadgerysCreek,9,18,0,NA,NA,S,37,SSW,SE,19,15,65,62,1022,1022,NA,NA,17,No,
BadgerysCreek,8,20,0,NA,NA,WSW,19,SW,E,11,9,82,63,1028,1025,NA,NA,18,No,
BadgerysCreek,8,22,0,NA,NA,NNE,28,NA,NNE,0,9,92,49,1027,1023,NA,NA,21,No,
BadgerysCreek,7,24,0,NA,NA,W,22,NA,W,0,9,93,62,1023,1018,NA,NA,21,No,
BadgerysCreek,10,22,1,NA,NA,SSW,17,SW,SSW,7,6,89,47,1020,1017,NA,NA,21,No,
BadgerysCreek,8,20,0,NA,NA,SW,26,SW,S,9,7,57,41,1021,1017,NA,NA,20,No,
BadgerysCreek,8,21,0,NA,NA,WSW,26,SW,SW,19,11,70,52,1017,1014,NA,NA,20,No,
BadgerysCreek,4,20,0,NA,NA,SW,24,W,ENE,2,6,80,36,1017,1014,NA,NA,20,No,
BadgerysCreek,6,19,0,NA,NA,S,17,SW,SSW,2,6,96,55,1019,1016,NA,NA,17,No,
BadgerysCreek,5,24,0,NA,NA,SW,13,ENE,S,4,2,87,41,1019,1016,NA,NA,22,No,
BadgerysCreek,5,25,0,NA,NA,N,17,NNW,NNE,4,6,81,38,1021,1019,NA,NA,25,No,
BadgerysCreek,7,27,0,NA,NA,E,20,ESE,NE,2,4,85,44,1022,1019,NA,NA,26,No,
BadgerysCreek,9,27,0,NA,NA,NW,35,NNW,N,2,9,99,38,1019,1014,NA,NA,26,No,
BadgerysCreek,9,20,0,NA,NA,SW,35,SW,WSW,13,15,71,37,1018,1014,NA,NA,18,No,
BadgerysCreek,8,17,0,NA,NA,WSW,59,W,W,26,31,51,47,1014,1012,NA,NA,16,No,
BadgerysCreek,3,17,0,NA,NA,SW,35,SW,SSW,9,11,67,47,1022,1022,NA,NA,15,No,
BadgerysCreek,4,19,0,NA,NA,SW,30,SW,WSW,6,11,69,46,1025,1022,NA,NA,19,No,
BadgerysCreek,6,20,0,NA,NA,SW,26,SW,E,13,4,80,42,1025,1023,NA,NA,19,No,
BadgerysCreek,4,20,0,NA,NA,NNE,13,WSW,NE,2,4,100,48,1025,1022,NA,NA,19,No,
BadgerysCreek,4,22,0,NA,NA,SW,11,NA,NNE,0,7,100,44,1025,1021,NA,NA,20,No,
BadgerysCreek,2,21,0,NA,NA,SSW,24,NA,SW,0,11,100,34,1023,1020,NA,NA,21,No,
BadgerysCreek,6,19,0,NA,NA,E,22,SW,ESE,11,13,78,68,1026,1024,NA,NA,17,No,
BadgerysCreek,6,20,0,NA,NA,N,19,NA,NNE,0,11,100,56,1026,1021,NA,NA,19,No,
BadgerysCreek,2,20,0,NA,NA,W,24,N,WSW,7,9,99,39,1024,1021,NA,NA,20,No,
BadgerysCreek,1,21,0,NA,NA,N,22,NA,NNE,0,11,100,39,1025,1020,NA,NA,21,No,
BadgerysCreek,2,13,0,NA,NA,N,15,WSW,NA,6,0,100,99,1021,1018,NA,NA,10,No,
BadgerysCreek,8,18,11,NA,NA,WNW,57,NNW,WNW,6,33,100,43,1012,1009,NA,NA,16,Yes,
BadgerysCreek,3,17,0,NA,NA,WSW,54,NW,WSW,15,9,50,50,1015,1013,NA,NA,15,No,
BadgerysCreek,4,18,0,NA,NA,SSW,30,SSW,SSW,4,4,82,47,1021,1020,NA,NA,17,No,
BadgerysCreek,6,18,0,NA,NA,S,22,WSW,SE,11,4,78,49,1027,1025,NA,NA,17,No,
BadgerysCreek,8,18,0,NA,NA,SSW,22,SW,ESE,13,7,79,66,1032,1031,NA,NA,17,No,
BadgerysCreek,7,19,0,NA,NA,SSW,20,SW,WSW,11,6,91,52,1036,1033,NA,NA,18,No,
BadgerysCreek,8,20,0,NA,NA,SW,19,W,NNE,4,4,73,51,1034,1031,NA,NA,20,No,
BadgerysCreek,9,18,0,NA,NA,NNE,13,WSW,NNE,4,6,100,70,1030,1026,NA,NA,17,No,
BadgerysCreek,12,17,1,NA,NA,ENE,13,WSW,ESE,7,6,100,97,1023,1019,NA,NA,14,No,
BadgerysCreek,13,15,16,NA,NA,WSW,15,SW,SE,6,2,100,91,1015,1011,NA,NA,15,Yes,
BadgerysCreek,9,20,0,NA,NA,WSW,30,WNW,W,6,13,100,56,1005,1001,NA,NA,17,No,
BadgerysCreek,6,14,0,NA,NA,SSW,52,SSW,WSW,2,17,82,94,1001,1002,NA,NA,9,No,
BadgerysCreek,9,14,13,NA,NA,SSW,39,SSW,SSW,19,15,80,73,1017,1019,NA,NA,13,Yes,
BadgerysCreek,6,17,0,NA,NA,SW,26,SW,S,13,7,72,45,1024,1021,NA,NA,16,No,
BadgerysCreek,1,17,0,NA,NA,SW,15,NW,WNW,2,2,91,45,1026,1024,NA,NA,16,No,
BadgerysCreek,2,17,0,NA,NA,WSW,17,N,E,4,6,93,48,1027,1024,NA,NA,16,No,
BadgerysCreek,5,16,0,NA,NA,WSW,20,SW,W,11,6,87,69,1026,1024,NA,NA,15,No,
BadgerysCreek,10,13,12,NA,NA,SSW,20,SW,SW,11,9,97,99,1023,1021,NA,NA,13,Yes,
BadgerysCreek,10,18,31,NA,NA,SE,35,S,SSE,7,9,91,83,1021,1019,NA,NA,16,Yes,
BadgerysCreek,9,17,5,NA,NA,SW,24,SW,ESE,13,15,85,79,1022,1020,NA,NA,15,Yes,
BadgerysCreek,9,18,1,NA,NA,NNE,20,NW,NE,4,11,100,65,1020,1016,NA,NA,18,No,
BadgerysCreek,7,20,0,NA,NA,NNE,15,WNW,NE,4,6,100,61,1017,1013,NA,NA,20,No,
BadgerysCreek,6,12,0,NA,NA,WNW,20,SE,S,4,7,99,99,1018,1014,NA,NA,12,No,
BadgerysCreek,5,17,7,NA,NA,W,52,N,W,9,35,79,49,1019,1017,NA,NA,17,Yes,
BadgerysCreek,3,18,0,NA,NA,WSW,24,NE,WSW,6,15,83,48,1022,1020,NA,NA,17,No,
BadgerysCreek,2,18,0,NA,NA,W,46,NNW,WSW,4,19,85,47,1020,1018,NA,NA,18,No,
BadgerysCreek,1,16,0,NA,NA,N,13,SW,NNE,4,7,99,52,1023,1018,NA,NA,15,No,
BadgerysCreek,0,17,0,NA,NA,NNE,26,NA,NNE,0,9,99,59,1017,1010,NA,NA,17,No,
BadgerysCreek,4,16,0,NA,NA,WNW,57,WNW,NW,19,19,50,59,1007,1008,NA,NA,14,No,
BadgerysCreek,2,16,0,NA,NA,WSW,30,NE,SW,2,11,80,37,1022,1021,NA,NA,16,No,
BadgerysCreek,0,17,0,NA,NA,W,28,N,SSW,4,17,84,44,1029,1027,NA,NA,16,No,
BadgerysCreek,0,19,0,NA,NA,SW,31,N,WSW,2,11,92,44,1028,1024,NA,NA,19,No,
BadgerysCreek,4,13,0,NA,NA,SSW,20,SW,SSW,7,6,90,87,1031,1030,NA,NA,12,No,
BadgerysCreek,6,16,1,NA,NA,ESE,17,SW,ESE,9,11,89,69,1032,1029,NA,NA,14,No,
BadgerysCreek,6,17,0,NA,NA,S,15,WSW,NA,9,0,94,65,1026,1021,NA,NA,16,No,
BadgerysCreek,8,20,0,NA,NA,NE,13,NA,N,0,4,100,59,1016,1011,NA,NA,19,No,
BadgerysCreek,2,19,0,NA,NA,WSW,22,NA,WNW,0,9,100,47,1014,1011,NA,NA,17,No,
BadgerysCreek,3,16,0,NA,NA,W,41,NA,WSW,0,20,96,47,1016,1014,NA,NA,14,No,
BadgerysCreek,0,15,0,NA,NA,WSW,43,N,WSW,7,26,85,45,1017,1016,NA,NA,14,No,
BadgerysCreek,1,16,0,NA,NA,SW,31,NA,WSW,0,17,78,42,1021,1018,NA,NA,15,No,
BadgerysCreek,5,16,0,NA,NA,SSW,39,SW,S,22,13,61,46,1025,1025,NA,NA,14,No,
BadgerysCreek,6,15,0,NA,NA,SSW,39,SW,SSW,20,15,63,57,1032,1031,NA,NA,15,No,
BadgerysCreek,8,16,1,NA,NA,SSW,30,SW,SSW,17,11,75,54,1034,1032,NA,NA,14,Yes,
BadgerysCreek,4,17,0,NA,NA,SSW,19,SW,ESE,11,2,75,58,1033,1031,NA,NA,15,No,
BadgerysCreek,6,18,0,NA,NA,NE,19,SW,N,4,7,97,55,1032,1028,NA,NA,17,No,
BadgerysCreek,2,18,0,NA,NA,N,20,NA,NNE,0,13,100,59,1031,1026,NA,NA,17,No,
BadgerysCreek,3,14,0,NA,NA,NE,9,N,NA,4,0,100,83,1027,1022,NA,NA,13,No,
BadgerysCreek,7,20,8,NA,NA,WNW,31,NNE,NW,9,15,83,45,1020,1017,NA,NA,19,Yes,
BadgerysCreek,6,14,0,NA,NA,N,20,NA,NNE,0,4,95,97,1018,1013,NA,NA,13,No,
BadgerysCreek,7,22,2,NA,NA,NNE,28,NNW,NNE,6,19,100,71,1012,1007,NA,NA,21,Yes,
BadgerysCreek,5,19,0,NA,NA,WNW,41,NW,WNW,4,20,87,41,1013,1010,NA,NA,18,No,
BadgerysCreek,2,17,0,NA,NA,WSW,41,NA,WSW,0,24,70,45,1017,1017,NA,NA,16,No,
BadgerysCreek,3,20,0,NA,NA,W,20,N,SE,7,6,78,45,1028,1025,NA,NA,19,No,
BadgerysCreek,1,20,0,NA,NA,W,22,NA,ENE,0,2,100,45,1027,1021,NA,NA,20,No,
BadgerysCreek,2,19,0,NA,NA,WSW,22,SW,SW,4,9,100,44,1020,1016,NA,NA,18,No,
BadgerysCreek,4,16,0,NA,NA,SSE,37,SW,SSE,17,9,70,51,1021,1020,NA,NA,15,No,
BadgerysCreek,2,17,0,NA,NA,SW,26,SSW,SSW,11,11,75,38,1026,1025,NA,NA,16,No,
BadgerysCreek,6,17,0,NA,NA,SW,30,SSW,SSW,17,15,72,48,1030,1029,NA,NA,16,No,
BadgerysCreek,6,18,0,NA,NA,SSE,37,SW,SSW,19,13,76,91,1030,1028,NA,NA,13,No,
BadgerysCreek,9,16,4,NA,NA,S,31,SW,SSE,13,9,90,69,1030,1027,NA,NA,15,Yes,
BadgerysCreek,9,15,2,NA,NA,WSW,17,SW,E,7,7,88,71,1028,1026,NA,NA,15,Yes,
BadgerysCreek,5,18,0,NA,NA,NNE,22,NNE,N,4,9,100,57,1024,1019,NA,NA,18,No,
BadgerysCreek,5,18,0,NA,NA,NW,41,NW,NNE,4,15,100,57,1016,1011,NA,NA,18,No,
BadgerysCreek,2,17,1,NA,NA,WSW,35,NA,W,0,24,100,45,1013,1010,NA,NA,16,No,
BadgerysCreek,3,17,0,NA,NA,WSW,37,ENE,WSW,2,17,73,46,1017,1016,NA,NA,16,No,
BadgerysCreek,3,17,0,NA,NA,WSW,28,S,SSW,7,15,74,42,1023,1021,NA,NA,16,No,
BadgerysCreek,4,16,0,NA,NA,SW,37,SW,SW,17,17,61,37,1025,1022,NA,NA,15,No,
BadgerysCreek,2,15,0,NA,NA,SW,37,SW,S,22,11,65,46,1027,1023,NA,NA,13,No,
BadgerysCreek,3,16,0,NA,NA,S,37,WSW,SSW,9,13,72,40,1023,1020,NA,NA,15,No,
BadgerysCreek,3,17,0,NA,NA,WSW,31,SW,S,15,13,67,37,1022,1018,NA,NA,17,No,
BadgerysCreek,2,18,0,NA,NA,WSW,26,NW,NW,4,11,87,36,1018,1014,NA,NA,18,No,
BadgerysCreek,-1,20,0,NA,NA,WSW,31,NA,WSW,0,20,89,32,1018,1015,NA,NA,19,No,
BadgerysCreek,-1,22,0,NA,NA,NW,43,S,WNW,2,30,92,31,1017,1012,NA,NA,20,No,
BadgerysCreek,6,18,0,NA,NA,WSW,50,WSW,WSW,13,24,42,31,1015,1016,NA,NA,17,No,
BadgerysCreek,-1,18,0,NA,NA,NNE,15,NNE,N,11,7,75,33,1025,1021,NA,NA,17,No,
BadgerysCreek,-1,21,0,NA,NA,N,20,NNE,W,11,4,74,31,1022,1015,NA,NA,21,No,
BadgerysCreek,5,19,0,NA,NA,WSW,57,N,WSW,4,30,76,28,1015,1011,NA,NA,18,No,
BadgerysCreek,5,18,0,NA,NA,SSW,72,SW,S,28,31,46,34,1016,1017,NA,NA,16,No,
BadgerysCreek,7,18,0,NA,NA,SSW,52,SW,S,22,20,51,47,1021,1021,NA,NA,16,No,
BadgerysCreek,10,16,0,NA,NA,SW,37,SSW,S,19,17,55,50,1026,1025,NA,NA,14,No,
BadgerysCreek,6,19,0,NA,NA,SW,26,WSW,E,9,4,64,42,1027,1022,NA,NA,18,No,
BadgerysCreek,1,20,0,NA,NA,W,19,SW,N,4,11,84,43,1022,1018,NA,NA,18,No,
BadgerysCreek,1,24,0,NA,NA,W,31,NA,W,0,20,83,24,1017,1011,NA,NA,23,No,
BadgerysCreek,5,20,0,NA,NA,SW,28,W,N,7,11,56,38,1015,1010,NA,NA,19,No,
BadgerysCreek,1,21,0,NA,NA,W,70,N,WNW,17,31,62,44,1007,1005,NA,NA,14,No,
BadgerysCreek,6,18,0,NA,NA,W,50,SW,WSW,6,26,48,42,1008,1008,NA,NA,17,No,
BadgerysCreek,6,20,0,NA,NA,SW,30,WSW,NW,11,6,57,36,1021,1019,NA,NA,19,No,
BadgerysCreek,1,19,0,NA,NA,NNW,17,N,SSW,6,2,67,37,1025,1019,NA,NA,18,No,
BadgerysCreek,4,21,0,NA,NA,WNW,30,N,NE,4,9,72,29,1021,1015,NA,NA,21,No,
BadgerysCreek,4,25,0,NA,NA,NNE,37,NA,NNE,0,19,75,33,1016,1009,NA,NA,24,No,
BadgerysCreek,8,29,0,NA,NA,NNW,76,WNW,NW,17,31,51,34,1010,1006,NA,NA,25,No,
BadgerysCreek,10,19,3,NA,NA,NW,56,NW,WNW,24,24,50,31,1015,1012,NA,NA,18,Yes,
BadgerysCreek,4,20,0,NA,NA,WSW,30,SW,S,6,7,50,35,1018,1015,NA,NA,19,No,
BadgerysCreek,3,20,0,NA,NA,SW,37,SW,SSW,19,13,52,36,1019,1017,NA,NA,18,No,
BadgerysCreek,1,19,0,NA,NA,NA,NA,W,NE,2,15,64,36,1025,1022,NA,NA,19,No,
BadgerysCreek,1,20,NA,NA,NA,NA,NA,WNW,N,2,9,81,33,1024,1020,NA,NA,20,No,
BadgerysCreek,2,22,NA,NA,NA,N,33,NA,NNE,0,17,88,41,1018,1010,NA,NA,21,No,
BadgerysCreek,5,21,0,NA,NA,WSW,50,NNW,WSW,7,33,60,27,1011,1010,NA,NA,19,No,
BadgerysCreek,7,19,0,NA,NA,W,46,SW,W,22,20,45,33,1017,1014,NA,NA,15,No,
BadgerysCreek,0,18,0,NA,NA,WSW,33,SW,S,17,15,49,36,1023,1020,NA,NA,17,No,
BadgerysCreek,4,21,0,NA,NA,WSW,26,WSW,SSW,9,9,62,33,1024,1019,NA,NA,20,No,
BadgerysCreek,1,24,0,NA,NA,E,28,N,SE,4,9,56,24,1022,1019,NA,NA,22,No,
BadgerysCreek,2,25,0,NA,NA,E,24,NE,NNE,2,4,61,21,1023,1019,NA,NA,25,No,
BadgerysCreek,2,28,0,NA,NA,NNW,63,N,N,6,33,58,14,1016,1007,NA,NA,27,No,
BadgerysCreek,13,26,0,NA,NA,WNW,59,WNW,NW,17,33,25,15,1008,1006,NA,NA,26,No,
BadgerysCreek,8,21,0,NA,NA,WNW,74,W,WNW,26,31,28,31,1006,1007,NA,NA,17,No,
BadgerysCreek,6,20,0,NA,NA,W,54,WSW,WSW,22,33,45,35,1015,1014,NA,NA,19,No,
BadgerysCreek,7,22,0,NA,NA,WSW,43,SW,ENE,9,4,45,29,1022,1021,NA,NA,22,No,
BadgerysCreek,2,26,0,NA,NA,NNE,26,NNE,NE,6,11,65,25,1025,1019,NA,NA,25,No,
BadgerysCreek,6,22,0,NA,NA,SE,28,SSW,ESE,13,15,68,51,1025,1022,NA,NA,21,No,
BadgerysCreek,6,25,0,NA,NA,NNE,28,N,NNE,9,13,76,41,1023,1015,NA,NA,24,No,
BadgerysCreek,5,23,0,NA,NA,SSW,43,SW,S,6,22,86,78,1007,1008,NA,NA,15,No,
BadgerysCreek,2,20,3,NA,NA,SSW,31,SW,SSW,11,15,59,29,1020,1016,NA,NA,19,Yes,
BadgerysCreek,3,20,0,NA,NA,ESE,22,WSW,E,11,13,58,43,1025,1023,NA,NA,19,No,
BadgerysCreek,5,23,0,NA,NA,NNE,24,N,NE,9,13,61,39,1022,1015,NA,NA,22,No,
BadgerysCreek,8,22,0,NA,NA,S,31,SSW,ESE,11,17,68,60,1020,1016,NA,NA,19,No,
